review,sentiment
"...had I watched it in my teenage years. This movie was mildly entertaining. What I liked about Soul Survivors were the gothic atmosphere during the party scenes, and the constant flips between 'dream' and 'reality.<br /><br />Had there not been movies like 'The 6th Sense' and 'Don't Look Now' I would have been surprised by the ending.",negative
"A few weeks ago, I read the classic George Orwell novel, 1984. I was fascinated with it and thought it was one of the best books I've read recently. So when I rented the DVD, I was intrigued to see how this adaptation measured up. Unfortunately, the movie didn't even come close to creating the ambiance or developing the characters that Orwell so masterfully did in his book. The director seems to think that everyone watching the movie has read the book, because he makes no attempt to demonstrate WHY the characters act and feel the way they do. John Hurt, the main actor, is droll the entire way through, and hardly does any acting until the end. We never really find out what he does for a living, or why his love affair is forbidden, or what the political climate is and why the main character desires rebellion. This book cannot be done justice in movie form without proper narration and explanation of the political system oppressing the characters, and the fact that those are missing is the greatest shortcoming of this film. Besides that, John Hurt was a terrible casting choice, looking about 15 years older than the 39 year old Winston he was supposed to be portraying. On a more positive note, however, the rest of the cast was well chosen. It's just too bad they were put in such a horribly adapted film with the wrong lead actor. -Brian O.",negative
"This movie has some fatal flaws in it, how someone could walk through an open back door of a highly secure medical facility is unbelievable. Then this same person just walks around the facility and enters the Dr.'s office, is just bad writing or bad editing. <br /><br />Very very very predictable movie. <br /><br />I am not sure how this film got made, except it is was filmed in Canada, and probably received a government grant. <br /><br />I must say the person playing Aaron, Cory Monteith, did a good job.<br /><br />Unless you are really bored and there is nothing else to watch on television then I would say it will kill some time, but otherwise, it is a movie no actor would want on their resume.",negative
"HAH! So this is the movie that the ""Next Action Stars"" were getting into. Well I'm glad that I didn't participate and didn't win...<br /><br />Isn't it funny how one can just look at the first 10 seconds(!) and make up ones mind about a movie? I mean, come on! Just look at those titles!? I watched this movie(or part of this ""teleplay"" since it was produced for TV and we couldn't bear to watch the whole thing) one evening while doing my military service and the audience with me was the typical hodge-podge of average guys that once in a while watch series like Las Vegas just for the girls in the show. so the bar wasn't really high, the most watched movie in my group was Girl Next Door (and it wasn't because of the great script ;D . But this movie's total lack of originality, acting, scripting, and just about everything else that makes a movie good made it pretty easy to switch channel to Las Vegas (or was it CSI? don't remember...) without any complaints by the rest of the group. And that is rare(!) For heavens sake! Don't by this movie! If it's on TV, then yes, watch it. And contemplate on it. My conclusion? well, since Joel Silver has indeed produced some of the best action-films out there (Die Hard, Matrix 1, to name some) I can only say that producers don't give the film it's quality, they provide money for the directors. And to sell this movie just because it's a Joel Silver movie is just a desperate attempt to conceal the obvious flaws of the crew who really made it.",negative
"I hate to be the one to rain on a parade (even a small one like this) but from the very first scene, you could tell this film was going to be absolute shite. Its a shame really, as I quite like Martin Freeman and Danny dyer. I was intrigued as to how they would mix in a film together, but to my dismay, they did not even have a scene together!! I think I need to repeat this - The two lead actors (who stand side by side on the advertisement posters and DVD covers) did not have one scene together!!!! They did not speak to each other and never appeared on screen at the same time. Just about sums up this poor excuse for a movie. False advertisement.<br /><br />The dialogue was painful, every single character in the movie was unrealistic, and un-human like. The scenarios were far fetched, the plot was crap, the jokes were thin, Freeman tried too hard to be funny (and played a poor mans Tim from The office), nobody was likable, and worst of all, some of the characters were so annoying that it almost drove me to switch off, as I couldn't bear to watch, or listen to them any longer.<br /><br />This low budget stinker was an epic fail. Even Danny Dyer couldn't inject some humour and charm into this, but bless, he tried. What a waste of time.<br /><br />How anybody could rate this movie as 'ten stars' is beyond me. Ten Stars? Seriously? Come on....I won't even give some of the greats ten stars, as ten stars implies that a movie was perfect. This film was far from perfect, almost the opposite, meaning that it was almost completely dire throughout.<br /><br />Watch it if you like, but if you've seen a lot of movies, and watched a lot of great movies, your review will probably similar to mine.<br /><br />1/10",negative
"I've seen a lot of Seagal movies, and while most aren't great, or even good, this steamy pile lowered the bar for bad movies.<br /><br />The plot: not sure really. Something about a drug that makes you all crazy and strong or something. Who are the good guys and bad guys? Hard to tell. Most of the movie is cut scenes going back and forth between people in darkly lit rooms complaining about how good Seagals character ""Mashall"" is.<br /><br />Acting: Blows.<br /><br />Voice Dubbing ,,,,,, What was with the horrible voice overdubbing?! Could they of found anyone who sounded any less like Seagal? May as well had Cheech or Chong doing the voice overs, might of at least been entertaining then.<br /><br />This movie is boring, and completely stupid. Avoid it at all costs!!!!",negative
"<br /><br />Ok, well I rented this movie while I was bed ridden hopped up on pain killers, and let me say, It didn't help the film any.<br /><br />The film is about a man who buys a car as he is going through a midlife crisis, he loves the car more than anything around him, one day his wife decides to borrow the car. Since I don't want to spoil (not that there was anything to spoil) I shall let your imagination figure out the ""Zany"" (and I use that word lightly) antics that follow.<br /><br />I had to fight to stay awake through this snore a minute sleeper of a film, and I would like to say that if you are venturing to the movie store and are thinking about being adventurous, please don't, it's a waste of the film it was printed on.<br /><br />Then again I could be wrong...",negative
"I cannot believe how popular this show is. I consider myself an avid sci-fi fan. I have read countless sci-fi novels and have enjoyed many sci-fi movies and TV shows. I really wouldn't even consider this true sci-fi. Every episode I have sat through was like a lame, watered down version of a Star Trek episode, minus anything that might make it interesting or exciting.<br /><br />It's basically a bunch of people standing around in ARMY fatigues, talking about something boring, who occasionally go through the Stargate and end up on a planet that looks just like Earth, with people who look and sound just like Humans! It seemed extremely low budget. The characters are all forgettable one dimensional cutouts, and the many attempts at humor fall flat. It reminds me when you see a commercial with a famous athlete in it, trying to be funny, but he is not. It is just sad.<br /><br />The movie was terrible as well. There is so much you can do with a portal through space, yet every place the ARMY people go is BORING! This shows no imagination! I actually thought the TV series ""Alien Nation"" from a few years back (based on the movie Alien Nation) was much better. That show actually had good story lines and decent characters. I wasn't crazy about ""Alien Nation"", but compared to this overrated crap, it was great!<br /><br />Also, unlike the great new ""Battlestar Galactica"" series, ""Stargate"" copied the look and feel of the lame movie too closely! They should have at least updated the cheesy ""toilet flushing"" special effect of whenever somebody goes through the Stargate.",negative
"It's always tough having a sibling doing better in their life than you, always a struggle to get out from under that shadow and not let bitterness keep you away from your family. So, imagine that your older brother is Santa and then imagine how tough that must be. That's the premise here.<br /><br />Vince Vaughn plays the titular Fred, an embittered loser who spends a lot of his energy making sure that people don't go around expecting good things to happen to them or giving his brother, Santa (played by Paul Giamatti), too much praise for simply being the limelight-hogging, fame-hungry, slightly creepy guy that Fred would want to portray him as. Then, wouldn't you know it, Fred needs a financial favour and so has to make up for it by helping his brother on the run up to Christmas. And hilarity and life lessons ensue.<br /><br />Well, that's what should happen. The reality is that we get a Christmas movie featuring a few good moments of Vaughn's patented fast-talking, a ridiculously out-of-nowhere music video moment, Kevin Spacey playing an auditor out to close down Santa's operation (and he's one of the weakest baddies I have seen in some time), not enough of the gorgeous Elizabeth Banks in a lush Christmas outfit, too much of John Michael Higgins in his elf outfit (to be fair, he's a highlight though) and a movie that's too swimming in bitterness to feel like good seasonal fare yet too schmaltzy in it's latter half to feel like a fun poke at all the bad things about the commercialism of the time.<br /><br />Rachel Weisz is along for the ride too, as is Kathy Bates, but it's really nothing more than a movie for Vaughn and if you like his style you will find something to enjoy here. Unfortunately, there's very little else to recommend this seasonal stinker. Outside of Vaughn's rantings the script barely throws up anything decent with the exception of one particularly good scene involving a hilarious support group dealing with a very specific problem.<br /><br />David Dobkin's direction is as mediocre and staid as the 20p Christmas card that you send the auntie you haven't seen in 10 years and he seems to think that simply putting the ingredients together without a good mix or decent care taken will guarantee a delicious Christmas pudding. Nope, we get a burnt, bland lump with too much sugar on top. Forget this and stick the hilarious Elf on again if you want a great, modern Christmas comedy.<br /><br />See this if you like: The Santa Clause 2, Santa Baby, The Santa Clause 3: The Escape Clause.",negative
"Here's yet another blasphemous European story in which they blast the religion of their country. (These atheist filmmakers are relentless.) Here we see a brutal blasting of Catholics and/or the Catholic clergy (and I am not Catholic).<br /><br />This won actually won an Academy Award for bes foreign film. That's probably because the story made Catholics and religious belief in general look extremely weak. One of the main characters is a priest and he cares more about food than anything else. He's portrayed as nothing but an idiot. No wonder the secular- dominated Academy loved this movie.<br /><br />Also, there is some overacting fool who plays a guy who renounces his religion so he can marry one of the four daughters featured in the story. The daughters take turns seducing the ""seminary"" student (who states he studied for six years but says he's an agnostic!). I mean, how blasphemous IS this film??!!!<br /><br />This is a disgrace and another excellent example of the secular-progressive bigotry of the film business, worldwide (not just Hollywood).",negative
"The film is about Sir Christopher Strong (MP--member of Parliament--played by Colin Clive) and his affair with the Amelia Earhart-like character played by Katherine Hepburn. Up until they met, he had been a very devoted husband but when he met the odd but fascinating Hepburn, he ""couldn't help himself"" and they fell in love. You can tell, because they stare off into space a lot and talk ENDLESSLY about how painful their unrequited love is. Frankly, this is a terribly dated and practically impossible film to watch. Part of the problem is that in the Pre-Code days, films glamorizing adultery were very common. Plus, even if you accept this morally suspect subject, the utter sappiness of the dialog make it sound like a 19th century romance novel...and a really bad one at that. Sticky and with difficult to like characters (after all, Clive's wife is a nice lady and did no one any harm) make this one a big waste of time. About the only interesting aspect of this film is the costume Hepburn wears in an early scene where she is dressed in a moth costume! You've gotta see it to believe it--and she looks like one of the Bugaloos (an obscure, but fitting reference).",negative
"::POTENTIAL SPOILERS::<br /><br />Man, this movie was awful. A Catholic/superstitious/suspense thriller it goes over already well tread ground from previous movies.<br /><br />The doubting priest. Sex and the priesthood. Politics and religion. Church hypocrisy. Conspiracy involving the church. The dawn of a new evil age. All kinds of dark magic voodoo battles between good and evil.<br /><br />Pretty stupid and lame with a weak storyline to suffice. The story revolves around two concepts: Absolution, better known as the Sacrament of Anointing the Sick - the last rights a person can ask for to cleanse one's sins while on the brink of death; And Excommunication, the act of cutting a person off from the Church. Basically, an Excommunicated person can't receive Absolution. Thus comes in the Sin Eater, and I'll leave it at that. Throw in all the dopy things I already listed and you have ""The Order"".<br /><br />I found the sex scene with the priest interlaced with shots of a picture of the Virgin Mary rather insulting to Catholics. It also ends with Heath Ledger saying (I paraphrase) ""I am the redeemer and damner of sins, I live on without love blah blah blah"" /cue him walking in dark alley with long trench coat alla ""The Matrix"".<br /><br />I gave this movie a 1 for not only being crappy and unoriginal but also because it managed to insult an entire faith in the process. If you want to see something better I suggest ""The Prophecy"" with Christopher Walken.",negative
"I'm not ruining anything when I inform you that you get to see a woman have sex with a goat in this movie. If that is your thing, then your movie has arrived.<br /><br />A woman and her husband go to see her estranged sister in the family mansion in the woods. Her sister is a creepy lady to say the least, and she seems to have interests that go beyond family love. On the side a group of unsavory characters show up and begin enacting all kinds of pagan rituals.<br /><br />The plotting is pretty weak and the characters are pretty dumb. The woman sticks around even after her husband starts turning into a jerk and hanging out with the pagans, even continues the have sex with him. On the exploitative side of things, there is much bared flesh and a couple of kinky couplings, but nothing that hasn't been better somewhere else. Oh, and the aforementioned goat-sex scene.<br /><br />Most viewers won't make it to the end. Exploitation fans will ride it out, but will be left wanting more.<br /><br />4/10",negative
"All of the X-Men movies were great. And I mean all of them, including the long hated X-Men 3. They had solid characters (Magneto and Xavier were the best ones, in my opinion), and a good story arch.<br /><br />I was all excited when I heard this movie was on production, and my expectations grew bigger and bigger until I saw the movie. I was so disappointed.<br /><br />Hugh Jackman is not a bad actor (his best movie is The Fountain, although you won't hear about this movie when they talk about the actor), and his acting is not what screws the movie up.<br /><br />The whole film is plagued with lots of meaningless characters that add nothing to the plot (like Blob or Gambit), which were tossed there to make fans believe that the film makers had read the original comics.<br /><br />I am a fan of XMen, I have read many, many of their stories and this movie respected none of them. None. Not even the continuity. It doesn't respect Weapon X project, or the relationship between Wolverine and Sabretooth, or Emma Frost, the motivations for wolverine are plain stupid and seen in millions of movies: Revenge for the death of a loved one.<br /><br />Oh. What I was expecting the whole darn movie was a Berseker moment for Wolverine similar to the one he has in X2 in the school when Stryker men come in and he alone decimates the enemy forces, but hey, this is Fox, this a family flick and you will not see explicit violence from the most violent and gruesome Marvel hero.<br /><br />Besides, I had a feeling of constant dejá vù with this movie because Wolverine's Origins are already explained in X2, we already know how he got his adamantium skeleton so it kind of does not make sense to make a movie of something we already know.<br /><br />I personally believe that wolverine is one of those few characters that does not need a solid back-story because mystery is the nature of the character. Do we really want to know how the Joker got his scars?",negative
"This is the most disturbing film I have ever seen. It makes ""Requiem for a Dream"" look like a Disney film. Although, technically, it is reasonably well made, acting, cinematography, music, directing, etc., are good. However, the concluding gang rape scene is the most appalling and violent thing I have ever seen and I really wish I had not seen it. I am afraid that it will haunt me for the rest of my life. Although I think anyone would find the film extremely disturbing, my wife and some of her friends were victimized in a very similar manner and I really didn't need an explicit reminder of the horror that they experienced. I saw the film at the SXSW film festival in Austin, TX and none of the cast or crew were in attendance. I would have liked for them to have had the opportunity to defend the violence in their film, which I felt was excessive, gratuitous and unnecessary. An earlier scene successfully conveyed the mood they were apparently striving for, but without rubbing your face in the extreme and explicit sexual violence. This film should have a big WARNING label on it. For these reasons I would not recommend anyone seeing it. You've been warned.",negative
"A trooper is on the side of the road making sure every1 is obeying the speed limit (doing his job); he then pulls over a woman who appears she is a mother (there is a child in the back seat); he then is telling her what is wrong and BAM...they get killed. Okay, this is the start of what i personally thought would have been a good movie. When I was watching this movie in the theatre I was with some friends. This was our first night out after the summer so we wanted to go and see a good movie. We all decided to see a suspense/thriller that looked good to everyone in the group...this was one of the biggest mistakes of my life. Not only did I waste $7.oo on a movie ticket, but I had to sit through torture for the brain. This movie started off with mystery and suspense and I seriously thought ""this cant be bad""...I was so wrong. The whole problem with this movie is that it makes no sense; even if you can get passed the bad acting, the ""not so scary"" storyline, and the over all horrible mess this movie was, you will still be puzzled. It's not because you're not smart enough to understand it, it's because no human with a brain could comprehend what this stupid movie is about. Right now you may be thinking ""Oh man! I have to watch this movie just to see if it's as bad as this person says it is"". GET THAT THOUGHT OUT OF YOUR HEAD RIGHT NOW!!! I'm trying to save you the trouble of watching this movie by telling you that it is so bad that there is no point in even considering seeing it. Please people don't make the same mistake i did thinking that this movie has potential...it doesn't. I give this movie 1 out of 10 (if I could give a zero I would), and I do not recommend anyone to ever see this movie, you'll be saving yourself many sleepless nights trying to think w.t.f. that freaking movie is about.",negative
"Since the 70s, writer/producer/director Charles Band has been responsible for literally hundreds of science-fiction, fantasy and horror B-movies. Some of them are wonderful examples of how to use a tiny budget to maximum effect; many of them are pretty bad. Trancers (1985) was one of those rare gems.<br /><br />A Terminator style tale of time-travel and action, Trancers saw Tim Thomerson playing Jack Deth, a future cop given the task of tracking down bad-guy Whistler, who travels into the past by inhabiting the body of an ancestor. Whistler is capable of controlling other humans with his psychic powers, converting them into obedient zombies (the 'trancers' of the title), and attempts to alter the course of history by killing off the ancestors of the leaders of the future. Jack follows him to 1985, determined to stop him.<br /><br />In this 1991 sequel, Jack is still living in 1985. Having destroyed Whistler, he has settled down and married Leena (Helen Hunt), the young woman who helped him succeed in the first movie. But, for Jack, things don't stay calm for long, and trouble appears in the form of Whistler's brother, E.D. Wardo, who is trying to build a trancer army.<br /><br />Trancers II lacks the charm and simplicity of the original and is a huge disappointment considering how good the original was. The story is difficult to pick up if you haven't seen the first film (or at least not for a long while), and there is loads of unimpressive action and a few poor special effects. Gone is the inventiveness and wit that made Trancers so much fun; instead we get some cheesy one-liners and a script that feels like it was written on-the-fly.<br /><br />About the only reason I can give for recommending this film to fans of the genre is the cast, which boasts many names that will be familiar to followers of sci-fi and horror movies: Jeffrey Combs, Barbara Crampton, Richard Lynch, Martine Beswicke. Unfortunately, most of them seemed to be having an 'off day' whilst filming Trancers II, and performances are mediocre at best.<br /><br />The Trancers series obviously has its fans; four further sequels have since been churned out. Unless the quality has taken up massive upward swing, I can't imagine them being any good.",negative
"To call a film about a crippled ghost taking revenge from beyond the grave lame and lifeless would be too ironical but this here is an undeniably undistinguished combination of GASLIGHT (1939 & 1944) via LES DIABOLIQUES (1954); while still watchable in itself, it's so cliché-ridden as to provoke chuckles instead of the intended chills. However, thanks to the dire straits in which the British film industry found itself in the late 1970s, even a mediocre script such as this one was able to attract 10 star names - Cliff Robertson (as the conniving husband), Jean Simmons (in the title role), Jenny Agutter (as Robertson's artist half-sister), Simon Ward (as the enigmatic chauffeur), Ron Moody (as an ill-fated doctor), Michael Jayston (as Robertson's business partner), Judy Geeson (as Simmons' best friend and Jayston's wife), Flora Robson (as the housekeeper), David Tomlinson (as the notary reading Simmons' will) and, most surprisingly perhaps, Jack Warner (as a gravestone sculptor) - although most of them actually have nothing parts, I'm sorry to say!",negative
"I wouldn't give this movie a rating, it's not worthy. I watched it only because I'm a Pfieffer fan. I love her and would watch anything she made. Even in this dud, she didn't disappoint. Every scene with her in it, kept the viewer watching...waiting...for something to happen but nothing ever did. It had some good story lines but they ended abruptly as soon as it started. Some of the other characters had potential but nothing became of it.<br /><br />Pfieffer was 29 when she made this film and at her most lovely. The wardrobe and set was surprisingly good. <br /><br />I can watch mostly anything and rarely come across a movie I can't find something to like about it, but this was a dud. I don't understand. <br /><br />The worst thing about it all, it had a big cliff hanger at the end. It had an ending scene that woke you up and say wow, this film is finally going some place, then the credits roll. Good grief. <br /><br />I agree with the review that said .99 would have bought 3 cans of cat food and watching my cat eat would have been more exciting. Well said. Actually, that comment was more entertaining than the film because it sums it up so well. I too wasted .99 cents on this dud.dud.dud.",negative
"This solid little horror film is actually one of Renny Harlin's best. The story is pretty routine stuff, but the atmosphere is what really makes it come alive; in fact, the ghost story is almost an afterthought. The real horror comes from the prison setting itself, and Renny H. spares no detail in showing us how bad the conditions are inside that crumbling, leaking, rat-infested old hellhole (with a sadistic warden, too!) Viggo Mortensen is excellent as usual in the lead role, supported by some very authentic-looking prisoners (there are no pretty boys in this cast.) Horror fans should check this one out.",negative
"I am definitely a Burt Reynolds fan, but sorry, this one really stinks. Most of the dialogue is laughable and the only interesting plot twist is in the last five minutes of the movie. I can't believe he even made this one. Is he actually that hard up for money?",negative
"OMG! The only reason I'm giving this movie a 2 instead of a 1 is because Tom Hanks is funny as an Elvis-in-the-box. Apart from that, how did this halfway decent cast sign on to do such a lame movie?? Maybe it seemed like a good idea at the time... There are no laughs to mention, the stereotypes are pathetic, the cast is wasted, the direction is amateurish. Now that I think about it, most of the blame probably lies with the director, Joel Zwick. He brings out nothing but flat performances from all involved. Don't waste your time like I did; but then, I enjoy a good train wreck. Geez, now the system is telling me I need more lines-- here ya go: This movie should be called Return to Sender. Okay, now THAT was funnier than anything in the movie...",negative
"Ok, where do we start with this little gem? Mutant slugs begin to take over a small New England (?) town. Only one man can stop them... and that man... is Mike Brady! Now, if that wasn't laughable enough, stay tuned.<br /><br />The footage of the slugs is what's known as stock footage. No matter who the slugs attack or where they are, the same shot of piles of slugs oozing everywhere is shown. Keep in mind, this singular shot occupies at least half the movie.<br /><br />The acting in the movie was knock down, drag out, steal your wallet, punch your girlfriend, kill your dog, BAD. I'm sure there's worse, but you're going to be hard pressed to find it. The only gem was... you guessed it.... MIKE BRADY! He must have taken a few night classes at the YMCA, because he was the best in the bunch.<br /><br />As for horror? This film is not to be taken seriously. There isn't horror! They're slugs for crying out loud. The entire rising action could have been avoided with a salt shaker or two. Only watch this film in a MST3K type environment, otherwise I can see some major damage to the brain.",negative
"At the beginning of the movie, the beautiful photography and the scenes of the fox were amazing. However, the story was so very slow and boring. And then the little girl begins to domesticate the fox, which leads to tragic events. We live in the forest, and frequently see foxes. One thing anyone should know is that you leave wild animals to be wild, and enjoy them from afar. This movie sets a terrible example to the children who will be watching it, in trying to make a wild creature into a pet. I do not know what the point of the story was supposed to be. Even after the terrible events with the main fox, the little girl was still wanting to play with the kits. Does she never learn her lesson? And there are other scenes featuring predator animals to the fox, which only adds to the trauma inflicted on children watching this movie. What a disappointment this movie was. And what a horrible story it tells. The final narrated dialog was so stupid, by which time my wife and I were screaming at the TV! I absolutely hated this movie, and would never recommend it to anyone!",negative
"I can only believe that Garson Kanin must have been two people. The one who wrote the brilliant ""A Double Life"" and the funny ""Born Yesterday"" and co-wrote such excellent screenplays as ""Adam's Rib"" and ""Pat And Mike"" with his wife Ruth Gordon and then the one who wrote and/or directed such tiresome, sad drivel as ""Bachelor Mother"", ""Some Kind Of A Nut"", and this. The cast tries, but the script is so tired and clichéd that even the efforts of the always wonderful Brenda Vaccaro are defeated. The script sinks to it's nadir in the truly offensive sequence in which Janssen's character tests Drivas's character to make sure he's not gay. An ugly sequence, but sadly one which could easily play in a film today. ""Ethnic"" jokes are now totally verboten, but ""fag"" jokes are still ""good, clean, family fun"".",negative
"At least among those movies with 100 votes or more. Nominated for best screenplay written directly for the screen? Brenda Blethyn nominated for best actress in a leading role?? Nominated for best picture?? I always disagree with many of the Oscar picks, but this movie might very well be the worst movie of all time to be honored by the Academy. The writing and acting were both horrible. Blethyn's perfomance in particular was one of the worst I've ever seen, and probably the most over-rated acting performance of all time. Awful movie, not worthy of the big screen and not worthy of any cable or television channel that has ever played it, including HBO(where I saw it). I am only thankful I didn't actually pay to see one of the most over-rated movies of all time.",negative
"I almost drowned in CHEESE watching this movie. In fact I could not even finish it. I want my money back. One more of Hollywood's feeble attempts to come up with a new idea. Good thing I keep a bowl of lemons in the fridge. Just in case. They should of gave Nic Cage a hat and a bull-whip. Swashbucklin'. Cage's performance in Raising Arizona or Leaving Las Vegas beats this ""lemon"". People who are completely and totally marketed(and most of them are) should love this movie. If this film had been animated, I would have taken it more seriously. I would of rather paid to see a completely stupid movie that did not try to hide it. In my opinion, this was a incredibly stupid movie and it made a even more incredibly sad attempt to try and hide that FACT.<br /><br />All the SHEEP seem to love it though.",negative
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"Almost from the word go this film is poor and lacking conviction but then again most people would struggle to show commitment to a script as uninspiring as this. The dialogue really does not flow and sometimes as in this case more is less (or should have been). This is also backed-up by odd scenes (e.g. the Cemetry slow-motion walk) that you think might lead somewhere but only seem to waste a few more seconds of your life.<br /><br />The plot is a strange combination of gangster / situation comedy which I am sure seemed a good idea at the time but if ever there was a case for someone needing to be honest with the scriptwriter then here was it.<br /><br />Martin Freeman is okay but then he seems to have one character which always plays so I am beginning to wonder if he was given a script or just filmed and told to react as normal.<br /><br />Finally - humour. This reminds me of the 'Python (I think) quote about Shakespere, of his 'comedies' - If he had meant it to be humorous he would have put a joke in it. Well I didn't see one.<br /><br />Don't waste your time - I did because I was watching it with a friend and kept hoping that it was going to get better.<br /><br />It didn't.",negative
"The interplay between the characters is a moral disaster. You end up disliking most of the characters and you don't particularly like any of them.<br /><br />Even the two main characters played by David and Gwen are so badly written that you really don't care one bit about them. The movie has no plot, no direction and no purpose. The single redeeming quality of the movie was to treat it as a glimpse into the messed up lives of a few losers - and that's hardly stimulating even as an afternoon waste.",negative
"This is a film where the actors are all fine, especially Brigitte Bako and Erik Palladino, in a film where every one of the three couples meet in a situation that feels verrrrry forced to be either cute or to set the story in motion. In other words, it feels like they are contrived movie scenes, not like real life. Even if women who work at peep parlors ever go out with one of their customers, it just doesn't seem realistic at all the way it is written in this film. Also, when one of the characters meets the overweight woman in the film, it feels artificial, the way they look at each other seconds after arguing. Again, the actors are all good, and moments of this film are nice, but overall yet another indie that could have used some rewriting before production got rolling.",negative
"When anyone comes into a film of this type of film it's not without saying that an overdose of that great over-the-counter brain-medicine, Suspension of Disbelief, comes in mighty handy.<br /><br />Jeanette MacDonald plays two roles: Anna/Brigitta, the woman who Nelson Eddy has ignored since the beginning of time, but who also is -- an angel sent to Earth.<br /><br />My reaction when I saw this was a mute gasp of ""Hunh?"" Where have I seen this before? It turns out, I have seen it before, but in a movie made much later than this one. DATE WITH AN ANGEL, a forgettable pile of dreck made in 1987, cashed in on the ethereal beauty of one Emmanuelle Beart who had no speaking lines, also wore a blond wig, and made life hell for soap-actor Michael Knight. Much worse in every conceivable angle with ultra-low 80s values but more than likely an updated version of this 1942 turkey.<br /><br />Anyway, not to elaborate, this is not a memorable film and stands as a doorstop of information because it was the last time MacDonald and Eddy, neither very good actors but terrific singers, would be together playing up the ""innocence"" and ""clean-cut"" romance that they were known for. After that you may need a cold shower, not because there are any steamy scenes here, but to get rid of the memory.",negative
"Featured in 1955's THE COBWEB is an all star cast ranging from silent screen veteran LILLIAN GISH to Actors Studio progeny SUSAN STRASBERG. Set at an exclusive psychiatric hospital, what is this movie about you wonder......high drama ? Doctor & patient relationships ? Shock therapy treatment ? No, this howler is about who exactly will get to pick the draperies for a psychiatric hospital ! You think I'm kidding ? You won't believe your eyes as you're watching this unbelievable storyline that was turned into a movie ! Progressive head shrink Dr. McIver (RICHARD WIDMARK) wants to have all of the hospital's patients involved in the design, selection and execution of the needed new draperies. McIver's wife played by marble mouthed GLORIA GRAHAM wants to get her 2 cents in on this monumental task too. So does long time staffer Miss Inch (LILLIAN GISH). Directed by VINCENT MINELLI, you kinda wonder if he really became this overly involved in minute detail because of his marriage to worry wart JUDY GARLAND. Talented actors like LAUREN BACALL, SUSAN STRASBERG, CHARLES BOYER, and JOHN KERR are wasted in this hokey story. What were they thinking ?",negative
"I never saw the original 1954 version with Judy Garland, so have no means of comparison. Also, it's been some years, but I found this tale neither gripping nor its romance captivating. The movie tells the story of two lovers whose musical careers are headed in opposite directions. John Norman Howard is a worn out, disillusioned rock star on the decline, embarking upon a romance with a fresh, talented new singing sensation, Esther Hoffman. Her dramatic success only serves to emphasize his decline.<br /><br />The lead actors, Kris Kristofferson and Barbra Streisand, are adequate in their roles, but neither their chemistry nor the plot left much of a mark with me. The film is noteworthy to me for only one aspect, Streisand's beautiful rendition of the Oscar winning song 'Evergreen'. She truly has a powerful and magnificent voice.",negative
"'Flight Of Fury' is a shockingly dire but worst of all boring Action Film - I don't expect a lot from a Seagal Film, all I expect is to be moderately entertained for 90 or so minutes with some mindless action -unfortunately this doesn't even achieve that low expectation, The action scenes are few and far between, the plot (which is totally irrelevant in these Films) is needlessly complicated and confusing with huge plot holes throughout, The acting is truly abysmal - bordering on embarrassing with Seagal and his whispering One expression performance being the best among the sorry lot of 3rd raters - I find it hard to believe that anything close to $12M was spent on this dire mess unless $11M of that 12 was Seagal's Salary - I somehow doubt it! The one moment of any interest to Straight guys or gay girls is that out of seemingly nowhere two hot chicks end up in a lesbian sex scene of sorts complete with huge baps on display other than that - It's mediocre stuff which is no different to many of the Michael Dudikoff B-Movies I've endured<br /><br />1/10",negative
"This movie is basically about some girls in a Catholic school that end up getting into trouble because of putting red dye in one in one of their school mates shampoo and after being reprimanded for this act they decide to take off to Florida for a vacation. On their way there they meet up with some guys in a local diner and decide that they would both meet up with each other in another location later on. The girls end up on a road side near the woods and stop for awhile and while one of the girls decides to walk around a bit she sees a murder happen in which the local sheriff himself is involved. She becomes scared and runs to tell the others what happened. The other girls decide to go take a look with her and two of them get killed by the killer. Then the two remaining girls are caught by the killer and are placed in local jail cell. The deputy sheriff meanwhile is keeping watch over the girls and despite their insistence that the sheriff is the killer he ignores them both and acts as ignorant and everybody else in this movie who just can't put two and two together much less some lousy detective work at that. The best part was the rape scene between the killer and one of the girls where he decides to rape her in her jail cell and it seems that the girl actually WANTS to be raped by this man and the bare chest scene I admit was good but before their lips meet he has other things in mind. This movie reminds me of the low-budget thriller ""Blood Song"" with Frankie Avalon staring in it, the same motive just a different character part. It's not a movie worth renting not even for an 80's low-budget movie and the ending was the worst ending I have ever seen in a movie and it left me wanting my money back!",negative
"How has this piece of crap stayed on TV this long? It's terrible. It makes me want to shoot someone. It's so fake that it is actually worse than a 1940s sci-fi movie. I'd rather have a stroke than watch this nonsense. I remember watching it when it first came out. I thought, hey this could be interesting, then I found out how absolutely, insanely, ridiculously stupid it really was. It was so bad that I actually took out my pocket knife and stuck my hand to the table.<br /><br />Please people, stop watching this and all other reality shows, they're the trash that is jamming the networks and canceling quality programming that requires some thought to create.",negative
